"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Angola","AGO","2014","31.530","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Argentina","ARG","2021","65.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Argentina","ARG","2017","37.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Argentina","ARG","2014","39.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Armenia","ARM","2021","52.780","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Armenia","ARM","2017","50.400","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Armenia","ARM","2014","14.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Australia","AUS","2021","97.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Australia","AUS","2017","95.570","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Australia","AUS","2014","97.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Austria","AUT","2021","99.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Austria","AUT","2017","97.070","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Austria","AUT","2014","92.630","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Azerbaijan","AZE","2022","51.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Azerbaijan","AZE","2017","26.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Azerbaijan","AZE","2014","23.110","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bahrain","BHR","2017","83.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bahrain","BHR","2014","78.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bangladesh","BGD","2021","57.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bangladesh","BGD","2017","47.310","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bangladesh","BGD","2014","10.670","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belarus","BLR","2017","79.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belarus","BLR","2014","66.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belgium","BEL","2021","97.580","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belgium","BEL","2017","97.230","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belgium","BEL","2014","95.140","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Belize","BLZ","2014","24.530","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Benin","BEN","2021","50.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Benin","BEN","2017","38.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Benin","BEN","2014","10.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bhutan","BTN","2014","21.160","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bolivia","BOL","2021","62.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bolivia","BOL","2017","43.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bolivia","BOL","2014","32.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bosnia and Herzegovina","BIH","2021","77.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bosnia and Herzegovina","BIH","2017","55.640","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bosnia and Herzegovina","BIH","2014","39.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Botswana","BWA","2022","57.250","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Botswana","BWA","2017","45.580","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Botswana","BWA","2014","49.490","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Brazil","BRA","2021","80.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Brazil","BRA","2017","58.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Brazil","BRA","2014","63.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bulgaria","BGR","2021","76.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bulgaria","BGR","2017","62.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Bulgaria","BGR","2014","52.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Burkina Faso","BFA","2021","40.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Burkina Faso","BFA","2017","47.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Burkina Faso","BFA","2014","9.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Burundi","BDI","2014","4.480","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cambodia","KHM","2021","28.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cambodia","KHM","2017","16.080","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cambodia","KHM","2014","19.250","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cameroon","CMR","2021","52.000","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cameroon","CMR","2017","34.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cameroon","CMR","2014","8.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Canada","CAN","2021","98.340","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Canada","CAN","2017","98.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Canada","CAN","2014","95.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Central African Republic","CAF","2017","12.600","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chad","TCD","2022","17.450","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chad","TCD","2017","24.770","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chad","TCD","2014","13.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chile","CHL","2021","84.480","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chile","CHL","2017","69.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Chile","CHL","2014","60.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","China","CHN","2021","87.310","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","China","CHN","2017","70.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","China","CHN","2014","51.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Colombia","COL","2021","56.130","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Colombia","COL","2017","41.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Colombia","COL","2014","36.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Comoros","COM","2022","27.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Dem. Rep.","COD","2022","32.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Dem. Rep.","COD","2017","24.370","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Dem. Rep.","COD","2014","17.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Rep.","COG","2021","48.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Rep.","COG","2017","22.130","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Congo, Rep.","COG","2014","9.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Costa Rica","CRI","2021","65.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Costa Rica","CRI","2017","68.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Costa Rica","CRI","2014","57.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cote d'Ivoire","CIV","2021","60.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cote d'Ivoire","CIV","2017","43.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cote d'Ivoire","CIV","2014","33.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Croatia","HRV","2021","89.870","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Croatia","HRV","2017","87.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Croatia","HRV","2014","77.800","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cyprus","CYP","2021","88.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cyprus","CYP","2017","77.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Cyprus","CYP","2014","74.140","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Czechia","CZE","2021","96.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Czechia","CZE","2017","82.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Czechia","CZE","2014","83.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Denmark","DNK","2021","100.000","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Denmark","DNK","2017","99.570","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Denmark","DNK","2014","100.000","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Dominican Republic","DOM","2021","42.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Dominican Republic","DOM","2017","47.550","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Dominican Republic","DOM","2014","39.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ecuador","ECU","2021","53.610","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ecuador","ECU","2017","39.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ecuador","ECU","2014","32.910","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Egypt, Arab Rep.","EGY","2021","24.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Egypt, Arab Rep.","EGY","2017","28.970","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Egypt, Arab Rep.","EGY","2014","12.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","El Salvador","SLV","2021","35.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","El Salvador","SLV","2017","30.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","El Salvador","SLV","2014","35.840","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Estonia","EST","2021","97.780","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Estonia","EST","2017","95.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Estonia","EST","2014","95.790","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Eswatini","SWZ","2022","60.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ethiopia","ETH","2022","24.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ethiopia","ETH","2017","15.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ethiopia","ETH","2014","4.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Finland","FIN","2021","98.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Finland","FIN","2017","99.120","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Finland","FIN","2014","98.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","France","FRA","2021","97.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","France","FRA","2017","94.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","France","FRA","2014","93.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Gabon","GAB","2021","70.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Gabon","GAB","2017","59.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Gabon","GAB","2014","24.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Gambia, The","GMB","2022","28.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Gambia, The","GMB","2017","22.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Georgia","GEO","2021","60.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Georgia","GEO","2017","50.740","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Georgia","GEO","2014","27.330","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Germany","DEU","2021","99.680","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Germany","DEU","2017","97.680","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Germany","DEU","2014","95.120","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ghana","GHA","2021","72.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ghana","GHA","2017","55.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ghana","GHA","2014","28.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Greece","GRC","2021","94.370","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Greece","GRC","2017","76.530","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Greece","GRC","2014","64.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guatemala","GTM","2022","29.580","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guatemala","GTM","2017","35.050","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guatemala","GTM","2014","34.680","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guinea","GIN","2021","33.850","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guinea","GIN","2017","23.910","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Guinea","GIN","2014","8.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Haiti","HTI","2017","29.810","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Haiti","HTI","2014","15.130","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Honduras","HND","2021","41.240","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Honduras","HND","2017","43.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Honduras","HND","2014","26.330","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hong Kong SAR, China","HKG","2021","94.180","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hong Kong SAR, China","HKG","2017","85.770","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hong Kong SAR, China","HKG","2014","85.320","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hungary","HUN","2021","88.390","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hungary","HUN","2017","74.350","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Hungary","HUN","2014","68.640","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iceland","ISL","2021","99.750","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","India","IND","2021","41.420","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","India","IND","2017","34.750","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","India","IND","2014","29.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Indonesia","IDN","2021","35.600","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Indonesia","IDN","2017","33.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Indonesia","IDN","2014","22.450","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iran, Islamic Rep.","IRN","2021","91.920","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iran, Islamic Rep.","IRN","2017","95.230","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iran, Islamic Rep.","IRN","2014","92.180","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iraq","IRQ","2021","17.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iraq","IRQ","2017","22.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Iraq","IRQ","2014","6.790","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ireland","IRL","2021","97.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ireland","IRL","2017","93.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ireland","IRL","2014","91.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Israel","ISR","2021","92.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Israel","ISR","2017","89.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Israel","ISR","2014","87.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Italy","ITA","2021","96.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Italy","ITA","2017","92.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Italy","ITA","2014","82.600","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Jamaica","JAM","2021","53.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Jamaica","JAM","2014","50.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Japan","JPN","2021","95.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Japan","JPN","2017","94.820","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Japan","JPN","2014","87.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Jordan","JOR","2021","47.080","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Jordan","JOR","2017","43.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Jordan","JOR","2014","18.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kazakhstan","KAZ","2021","73.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kazakhstan","KAZ","2017","51.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kazakhstan","KAZ","2014","46.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kenya","KEN","2021","81.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kenya","KEN","2017","83.740","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kenya","KEN","2014","72.230","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Korea, Rep.","KOR","2021","98.130","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Korea, Rep.","KOR","2017","92.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Korea, Rep.","KOR","2014","87.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kosovo","XKX","2021","58.670","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kosovo","XKX","2017","48.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kosovo","XKX","2014","40.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kuwait","KWT","2017","78.850","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kuwait","KWT","2014","69.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kyrgyz Republic","KGZ","2021","40.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kyrgyz Republic","KGZ","2017","37.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Kyrgyz Republic","KGZ","2014","14.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lao PDR","LAO","2021","22.340","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lao PDR","LAO","2017","11.910","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latvia","LVA","2021","94.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latvia","LVA","2017","89.370","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latvia","LVA","2014","87.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lebanon","LBN","2021","16.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lebanon","LBN","2017","42.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lebanon","LBN","2014","46.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lesotho","LSO","2022","59.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lesotho","LSO","2017","35.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Liberia","LBR","2021","53.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Liberia","LBR","2017","33.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Libya","LBY","2017","36.580","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lithuania","LTU","2021","93.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lithuania","LTU","2017","79.420","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lithuania","LTU","2014","73.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Luxembourg","LUX","2017","98.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Luxembourg","LUX","2014","92.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Madagascar","MDG","2022","25.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Madagascar","MDG","2017","16.390","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Madagascar","MDG","2014","5.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malawi","MWI","2021","45.420","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malawi","MWI","2017","30.820","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malawi","MWI","2014","15.530","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malaysia","MYS","2021","82.710","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malaysia","MYS","2017","75.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malaysia","MYS","2014","68.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Maldives","MDV","2017","75.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mali","MLI","2021","39.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mali","MLI","2017","38.540","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mali","MLI","2014","18.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malta","MLT","2021","92.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malta","MLT","2017","92.000","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Malta","MLT","2014","84.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritania","MRT","2022","27.820","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritania","MRT","2017","20.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritania","MRT","2014","20.680","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritius","MUS","2021","85.550","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritius","MUS","2017","77.120","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mauritius","MUS","2014","64.250","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mexico","MEX","2022","49.710","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mexico","MEX","2017","35.840","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mexico","MEX","2014","34.810","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Moldova","MDA","2021","59.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Moldova","MDA","2017","40.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Moldova","MDA","2014","14.340","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mongolia","MNG","2021","96.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mongolia","MNG","2017","82.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mongolia","MNG","2014","70.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Montenegro","MNE","2017","61.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Montenegro","MNE","2014","46.230","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Morocco","MAR","2021","39.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Morocco","MAR","2017","25.810","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mozambique","MOZ","2021","53.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Mozambique","MOZ","2017","41.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Myanmar","MMR","2021","43.330","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Myanmar","MMR","2017","8.020","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Myanmar","MMR","2014","4.460","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Namibia","NAM","2021","68.700","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Namibia","NAM","2017","72.310","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Namibia","NAM","2014","49.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nepal","NPL","2021","34.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nepal","NPL","2017","20.150","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nepal","NPL","2014","12.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Netherlands","NLD","2021","98.770","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Netherlands","NLD","2017","97.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Netherlands","NLD","2014","98.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","New Zealand","NZL","2021","96.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","New Zealand","NZL","2017","95.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","New Zealand","NZL","2014","97.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nicaragua","NIC","2021","24.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nicaragua","NIC","2017","31.380","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nicaragua","NIC","2014","18.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Niger","NER","2022","11.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Niger","NER","2017","17.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Niger","NER","2014","8.070","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nigeria","NGA","2021","44.610","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nigeria","NGA","2017","38.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Nigeria","NGA","2014","47.050","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North Macedonia","MKD","2021","80.020","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North Macedonia","MKD","2017","70.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North Macedonia","MKD","2014","62.820","male"
